Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,128GB 6GB RAM,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
b'lg',b'LG W30 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lg-w30-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, October'",b'157.7 x 75.9 x 8.3 mm (6.21 x 2.99 x 0.33 in)',b'172 g (6.07 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.22 inches, 96.6 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~270 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'Adreno 506',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'eMMC 5.1',"b'13 MP, PDAF 8 MP, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 5 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'16 MP, f/2.2, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4050 mAh, non-removable'","b'Midnight Blue, Midnight Purple'","b'LMX600IM, LM-X600IM'",b'About 190 EUR',,,,"b'Fast charging, 50% in 35 min (advertised)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG W30',b'https://fdn2.gsmarena.com/vv/bigpic/lg-w30-lmx440im.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, July'",b'159 x 76.5 x 8.2 mm (6.26 x 3.01 x 0.32 in)',b'175 g (6.17 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~80.4% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'eMMC 5.1',"b'12 MP, (wide), 1/2.9"", 1.25\xc2\xb5m, PDAF 13 MP, 18mm (ultrawide) 2 MP, (depth)'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, f/2.2, (wide), 1/3.06"", 1.0\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Thunder Blue, Platinum Grey, Aurora Green'","b'LMX440IM, LM-X440IM, LMX440ZM, LM-X440ZM'",b'About 130 EUR',,,,,,,,,,,,,b'0.82 W/kg (head) \xc2\xa0 \xc2\xa0 0.32 W/kg (body)',b'AnTuTu: 76697 (v7) GeekBench: 3534 (v4.4) GFXBench: 4.8fps (ES 3.1 onscreen)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG W10',b'https://fdn2.gsmarena.com/vv/bigpic/lg-w10-lmx130im.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 8, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, July'",b'156 x 76.2 x 8.5 mm (6.14 x 3.00 x 0.33 in)',b'164 g (5.78 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.19 inches, 96.0 cm2 (~80.7% screen-to-body ratio)'","b'720 x 1512 pixels, 19:9 ratio (~271 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 5.1',,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'8 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Tulip Purple, Smokey Grey'",b'LMX130IM',b'About 110 EUR',"b'13 MP, PDAF 5 MP, f/2.4, (depth)'",,,,,,,,,,,b'LED flash',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Stylo 5',b'https://fdn2.gsmarena.com/vv/bigpic/lg-stylo-5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 14, 29, 30, 66'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2019, June'","b'Available. Released 2019, June'",b'160 x 77.7 x 8.4 mm (6.30 x 3.06 x 0.33 in)',b'179 g (6.31 oz)',b'Nano-SIM',b'IPS LCD',"b'6.2 inches, 99.2 cm2 (~79.8% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~390 ppi density)'",b'Android 9.0 (Pie)',b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'Stylus',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3500 mAh, non-removable'","b'Blonde Rose, Platinum Gray'",b'LM-Q720',b'About 200 EUR',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG V50 ThinQ 5G',b'https://fdn2.gsmarena.com/vv/bigpic/lg-gv50-thinq-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only)',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 40, 41, 46, 66, 71 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A (6CA) Cat18 1200/75 Mbps; 5G (2+ Gbps DL)'","b'2019, February 24'","b'Available. Released 2019, April 19'",b'159.2 x 76.1 x 8.3 mm (6.27 x 3.00 x 0.33 in)',b'183 g (6.46 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'P-OLED, HDR10'","b'6.4 inches, 100.2 cm2 (~82.7% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (dedicated slot)',b'128GB 6GB RAM',b'CDMA 800 / 1900',"b'12 MP, 27mm (wide), f/1.5, 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, 3-axis OIS 12 MP, 52mm (telephoto), f/2.4, 1/3.4"", 1.0\xc2\xb5m, 2x optical zoom, PDAF, OIS 16 MP, 16mm (ultrawide), f/1.9, 1/3.1"", 1.0\xc2\xb5m, no AF'","b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps, 24-bit/192kHz stereo sound rec., HDR10 video, gyro-EIS'",,b'1080p@60fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'FM radio',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4000 mAh, non-removable'",b'New Aurora Black',"b'LM-V500, LM-V500N, LM-V500EM, LM-V500XM, LM-V450PM, LM-V450'",b'$\xe2\x80\x89294.85 / \xe2\x82\xac\xe2\x80\x89509.69',"b'8 MP, f/1.9, 26mm (wide), 1/4"", 1.12\xc2\xb5m 5 MP, 21mm (wide), f/2.2, 1/5"", 1.12\xc2\xb5m'","b'41, 260, 261 NSA'",,"b'Fast charging 18W, 50% in 36 min (advertised) Quick Charge 3.0 USB Power Delivery 2.0 Qi fast wireless charging 10W'",b'$\xe2\x80\x89294.85',b'CDMA2000 1xEV-DO',b'32-bit/192kHz audio 24-bit/192kHz audio recording Tuned with Meridian Audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,"b'AnTuTu: 343758 (v7), 421934 (v8) GeekBench: 10928 (v4.4), 2672 (v5.1) GFXBench: 22fps (ES 3.1 onscreen)'",b'Contrast ratio: 194000:1 (nominal)',b'Photo / Video',b'-25.2 LUFS (Very good)',b'Endurance rating 96h',,,,,,,,,,b'Noise -92.5dB / Crosstalk -92.6dB',,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G8S ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g8s-thinq.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat19 1600/150 Mbps'","b'2019, February 24'","b'Available. Released 2019, July 02'",b'155.3 x 76.6 x 8 mm (6.11 x 3.02 x 0.31 in)',b'181 g (6.38 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'G-OLED, HDR10'","b'6.21 inches, 97.6 cm2 (~82.0% screen-to-body ratio)'",b'1080 x 2248 pixels (~401 ppi density)',"b'Android 9.0 (Pie), upgradable to Android 10'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (dedicated slot) - single-SIM modelmicroSDXC (uses shared SIM slot) - dual-SIM model',"b'64GB 6GB RAM, 128GB 6GB RAM'",b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',"b'12 MP, f/1.8, 27mm (wide), 1.4\xc2\xb5m, PDAF, OIS 12 MP, f/2.6, 49mm (telephoto), 1.0\xc2\xb5m, PDAF, 2x optical zoom 13 MP, f/2.4, 14mm (ultrawide), 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps, 1080p@240fps, HDR, 24-bit/192kHz stereo sound rec.'",,b'1080p@60fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3550 mAh, non-removable'","b'Mirror Black, Mirror Teal, Mirror White, Carmine Red, New Aurora Black, New Moroccan Blue'","b'LMG810, LM-G810, LMG810EAW'",b'$\xe2\x80\x89384.99 / \xe2\x82\xac\xe2\x80\x89767.19',"b'8 MP, f/1.9, 26mm (wide), 1/4"", 1.12\xc2\xb5m, AF TOF 3D, f/1.4, (depth sensor)'",,,b'Fast charging 18W Quick Charge 3.0 Wireless charging',b'$\xe2\x80\x89384.99',b'Always-on display',b'32-bit/192kHz audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG G8 ThinQ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-g8-thinq-r1.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - USA'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat19 1600/150 Mbps'","b'2019, February 24'","b'Available. Released 2019, April 11'",b'151.9 x 71.8 x 8.4 mm (5.98 x 2.83 x 0.33 in)',b'167 g (5.89 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'P-OLED, HDR10'","b'6.1 inches, 91.0 cm2 (~83.5% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~564 ppi density)'","b'Android 9.0 (Pie), upgradable to Android 10, LG UX 9.0'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'microSDXC (dedicated slot) - single-SIM modelmicroSDXC (uses shared SIM slot) - dual-SIM model',b'128GB 6GB RAM',"b'CDMA 800 / 1900 - Sprint, Verison'",,"b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps, 720p@240fps, HDR10, 24-bit/192kHz stereo sound rec.'",,b'1080p@60fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'FM radio (market/region dependent)',"b'USB Type-C 3.1, USB On-The-Go'","b'Face ID, Hand ID, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3500 mAh, non-removable'","b'Platinum Gray, New Aurora Black, New Moroccan Blue, Carmine Red'","b'LMG820QM7, LM-G820UMB, LMG820UM0, LMG820UM1, LMG820UM2, LM-G820N, LM-G820, LM-G850'",b'$\xe2\x80\x89269.00',"b'8 MP, f/1.7, 26mm (wide), 1/3.6"", 1.22\xc2\xb5m, AF TOF 3D, f/1.4, (depth/biometrics sensor)'",,,b'Fast charging 21W Quick Charge 3.0 USB Power Delivery Wireless charging 9W',b'$\xe2\x80\x89269.00',"b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA, Sprint'",b'32-bit/192kHz audio',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 6), aluminum frame'",b'Corning Gorilla Glass 5',b'HDR',,"b'AnTuTu: 331537 (v7), 362730 (v8) GeekBench: 10735 (v4.4), 2700 (v5.1) GFXBench: 20fps (ES 3.1 onscreen)'",b'Contrast ratio: infinite',b'Photo / Video',b'Voice 68dB / Noise 74dB / Ring 92dB',b'Endurance rating 79h',,,,,,,,,,b'Noise -94.1dB / Crosstalk -87.6dB',"b'12 MP, f/1.5, 27mm (standard), 1/2.55"", 1.4\xc2\xb5m, Dual pixel PDAF, OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", 1.0\xc2\xb5m, no AF or 12 MP, f/1.5, 27mm (standard), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS 16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", 1.0\xc2\xb5m, no AF 12 MP, 52mm (telephoto), f/2.4, 1.0\xc2\xb5m, 2x optical zoom, dual pixel PDAF, OIS'",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q60',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q60-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 38'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2019, February'","b'Available. Released 2019, May'",b'161.3 x 77 x 8.7 mm (6.35 x 3.03 x 0.34 in)',b'172 g (6.07 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~78.8% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'","b'Android 9.0 (Pie), LG UX 7'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',"b'16 MP, f/2.0, 26mm (wide), PDAF 5 MP, f/2.2, 13mm (ultrawide) 2 MP, f/2.4, (depth)'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'13 MP',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3500 mAh, non-removable'","b'New Moroccan Blue, Aurora Black'","b'LMX525EAW, LMX525BAW, LM-X525'",b'About 230 EUR',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K50',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k50-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 38'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2019, February'","b'Available. Released 2019, August'",b'161.3 x 77 x 8.7 mm (6.35 x 3.03 x 0.34 in)',b'170 g (6.00 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~78.8% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'",b'Android 9.0 (Pie)',b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market/region dependent)',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 3500 mAh, non-removable'","b'Aurora Black, Moroccan Blue, Platinum Gray'","b'LMX520BMW, LMX520EMW, LM-X520'",b'About 180 EUR',"b'13 MP, f/2.2, 26mm (wide), PDAF 2 MP, f/2.4, (depth)'",,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG K40',b'https://fdn2.gsmarena.com/vv/bigpic/lg-k40-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2019, February'","b'Available. Released 2019, April'",b'153 x 71.9 x 8.3 mm (6.02 x 2.83 x 0.33 in)',b'144 g (5.08 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.2% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'","b'Android 8.1 (Oreo), LG UX 7'",b'Mediatek MT6762 Helio P22 (12 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM'",b'MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, f/2.0, 1/3.1"", 1.0\xc2\xb5m, PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market/region dependent)',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Black, New Moroccan Blue, New Platinum Gray'","b'LMX420, LMX420EMW, LM-X420'",b'About 140 EUR',,,,,,b'eMMC 5.1',,,,"b'Glass front, plastic back, plastic frame'",,b'LED flash',,,,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lg',b'LG Q9',b'https://fdn2.gsmarena.com/vv/bigpic/lg-q9-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 28, 38'","b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/50 Mbps'","b'2019, January'","b'Available. Released 2019, July'",b'153.2 x 71.9 x 7.9 mm (6.03 x 2.83 x 0.31 in)',b'159 g (5.61 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, HDR10'","b'6.1 inches, 91.0 cm2 (~82.6% screen-to-body ratio)'","b'1440 x 3120 pixels, 19.5:9 ratio (~564 ppi density)'",b'Android 8.1 (Oreo)',b'Qualcomm MSM8996 Snapdragon 821 (14 nm)',b'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'microSDXC (dedicated slot)',b'64GB 4GB RAM',b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant* *does not guarantee ruggedness or use in extreme conditions',,"b'LED flash, HDR, panorama'",b'4K@30fps',"b'16 MP, f/2.2, 28mm (wide), PDAF'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Carmine Red, New Aurora Black, New Moroccan Blue'","b'LM-Q925S, LM-Q925L, LM-Q925K'",b'About 400 EUR',,,,b'Fast charging 18W Quick Charge 3.0',,b'Always-on display',b'32-bit/192kHz audio',,,,,b'HDR',,,,,,,,,,,,,"b'8 MP, f/1.9, 26mm (wide)'",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
