Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Stand-by,Talk time,Colors,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,_1_1,Price,4G bands,Quad,Charging,Models,64GB 4GB RAM,128GB 4GB RAM,Build,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Browser,Infrared port,Alert types,Languages,Clock,Alarm,256GB 12GB RAM,256GB 8GB RAM,512GB 12GB RAM,256GB 6GB RAM,Dual_1
b'oppo',b'Oppo A92',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a92-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, May 04'","b'Available. Released 2020, May 09'",b'162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in)',b'192 g (6.77 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, ColorOS 7.1'",b'Qualcomm SM6125 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'128GB 6GB RAM, 128GB 8GB RAM'","b'16 MP, f/2.0, (wide), 1/3.06, 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/120fps, gyro-EIS'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,,"b'Twilight Black, Stream White, Aurora Purple'",b'UFS 2.1',b'24-bit/192kHz audio',,,,,,,,,,b'About 250 EUR',"b'1, 3, 5, 8, 38, 40, 41 - Southeast Asia'","b'48 MP, f/1.7, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (depth) 2 MP B/W, f/2.4'",b'Fast charging 18W',b'CPH2059',,,,b'HDR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Find X2 Neo',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2-neo.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G 3.7/1.6 Gbps'","b'2020, April 15'","b'Available. Released 2020, May 21'",b'159.4 x 72.4 x 7.7 mm (6.28 x 2.85 x 0.30 in)',b'171 g (6.03 oz)',b'Nano-SIM',"b'AMOLED, 90Hz, 500 nits (typ)'","b'6.5 inches, 103.5 cm2 (~89.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~402 ppi density)'","b'Android 10, ColorOS 7'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',b'256GB 12GB RAM',"b'32 MP, f/2.4, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps; gyro-EIS, OIS'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'No',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Moonlight Black, Starry Blue'",b'UFS 2.1',,,,,,,,,,,b'$\xe2\x80\x89903.36 / \xe2\x82\xac\xe2\x80\x89449.00 / \xc2\xa3\xe2\x80\x89428.99',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 66'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF, OIS 13 MP, f/2.4, 53mm (telephoto), 1/3.4"", 1.0\xc2\xb5m, PDAF, 2x optical zoom 8 MP, f/2.2, 115\xcb\x9a  (ultrawide), 1/3.2"", 1.4\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'",b'CPH2009',,,"b'Glass front, glass back, aluminum frame'",b'HDR',,"b'1, 3, 5, 7, 28, 40, 78 NSA'",b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,b'AnTuTu: 308231 (v8) GeekBench: 1815(v5.1) GFXBench: 18fps (ES 3.1 onscreen)',b'Contrast ratio: Infinite (nominal)',,b'-25.2 LUFS (Very good)',,b'Endurance rating 100h',,,,,,,,,,,,,,,b'$\xe2\x80\x89903.36',,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A92s',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a92s.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/11.5 Mbps, LTE-A, 5G'","b'2020, April 20'","b'Available. Released 2020, April 29'",b'163.8 x 75.5 x 8.1 mm (6.45 x 2.97 x 0.32 in)',b'184 g (6.49 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, 120Hz, 480 nits (typ)'","b'6.57 inches, 104.2 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~401 ppi density)'","b'Android 10, ColorOS 7.1'",b'MediaTek MT6873V Dimensity 800 5G (7 nm)',b'Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55)',b'Mali-G57MP4',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/120fps, gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Black, White, Pink'",b'CDMA 800 & TD-SCDMA',b'UFS 2.1',,,,,,,,,b'24-bit/192kHz audio',b'About 290 EUR',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'Fast charging 18W',b'PDKM00',,,,b'HDR',,"b'1, 41, 78, 79 SA/NSA'",,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A72',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a72.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, April 21'","b'Available. Released 2020, April 29'",b'162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in)',b'192 g (6.77 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, ColorOS 7.1'",b'Qualcomm SM6125 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (dedicated slot)',"b'128GB 4GB RAM, 128GB 8GB RAM'","b'16 MP, f/2.0, (wide), 1/3.06, 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/120fps, gyro-EIS'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,,"b'Twilight Black, Stream White, Sky Blue, Aurora Purple'",b'UFS 2.1',b'24-bit/192kHz audio',,,,,,,,,,b'$\xe2\x80\x89296.68 / \xe2\x82\xac\xe2\x80\x89169.00 / \xc2\xa3\xe2\x80\x89179.99',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66 - Global'","b'48 MP, f/1.7, (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (depth) 2 MP B/W, f/2.4'",b'Fast charging 18W',b'CPH2067',,b'$\xe2\x80\x89296.68',,b'HDR',,,b'Corning Gorilla Glass 3',,,b'0.48 W/kg (head) \xc2\xa0 \xc2\xa0 0.92 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A52',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a52.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, April 20'","b'Available. Released 2020, April 20'",b'162 x 75.5 x 8.9 mm (6.38 x 2.97 x 0.35 in)',b'192 g (6.77 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, ColorOS 7.1'",b'Qualcomm SM6125 Snapdragon 665 (11 nm)',b'Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 610',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'","b'16 MP, f/2.0, (wide), 1/3.06"", 1.0\xc2\xb5m - Global or 8 MP, f/2.0, (wide) - China only'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,,"b'Twilight Black, Stream White'","b'1, 3, 5, 7, 8, 38, 40, 41 - Version 2'","b'1, 3, 5, 8, 38, 40, 41 - Version 3'",,,,,,,,,b'24-bit/192kHz audio',"b'\xe2\x82\xac\xe2\x80\x89174.99 / \xc2\xa3\xe2\x80\x89158.93 / \xe2\x82\xb9\xe2\x80\x8913,990'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - Version 1'","b'12 MP, f/1.7, (wide), 1/2.8"", 1.25\xc2\xb5m, PDAF 8 MP, f/2.2, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'Fast charging 18W',"b'CPH2061, CPH2069, PADM00, PDAM10'",b'\xe2\x82\xac\xe2\x80\x89174.99',,,b'HDR',,,,,,,,,,,,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8913,990'",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A11k',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a11k.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, June 22'","b'Available. Released 2020, June 22'",b'155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ)'","b'6.22 inches, 96.6 cm2 (~82.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~270 ppi density)'","b'Android 9.0 (Pie), ColorOS 6.1'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',"b'5 MP, f/2.4, 1/5"", 1.12\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4230 mAh, non-removable'",,,"b'Flowing Silver, Deep Blue'",b'eMMC 5.1',,,,,,,,,,,b'About 100 EUR',"b'1, 3, 5, 8, 38, 40, 41'",,,"b'CPH2083, CPH2071'",,,"b'Glass front, plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',"b'13 MP, f/2.2, (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",b'1.32 W/kg (head) \xc2\xa0 \xc2\xa0 0.92 W/kg (body)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo A12',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a12.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, April 20'","b'Available. Released 2020, April 20'",b'155.9 x 75.5 x 8.3 mm (6.14 x 2.97 x 0.33 in)',b'165 g (5.82 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 450 nits (typ)'","b'6.22 inches, 96.6 cm2 (~82.0% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~270 ppi density)'","b'Android 9.0 (Pie), ColorOS 6.1'",b'Mediatek MT6765 Helio P35 (12nm)',b'Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC',"b'32GB 3GB RAM, 64GB 4GB RAM'","b'5 MP, f/2.0, 1/5"", 1.12\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4230 mAh, non-removable'",,,"b'Blue, Black'",b'eMMC 5.1',,,,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89169.00',"b'1, 3, 5, 8, 38, 40, 41'",,,"b'CPH2083, CPH2077'",,,"b'Glass front, plastic back, plastic frame'",b'HDR',,,b'Corning Gorilla Glass 3',"b'13 MP, f/2.2, (wide), 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,,,b'\xe2\x82\xac\xe2\x80\x89169.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo K7 5G',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-k7-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)'","b'2020, August 04'","b'Available. Released 2020, August 11'",b'160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in)',b'180 g (6.35 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 430 nits (typ)'","b'6.4 inches, 98.9 cm2 (~83.0% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~411 ppi density)'","b'Android 10, ColorOS 7'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM'","b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps; gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Moonlight Black, Pearl White, Blue, Blue/Red'",b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 2.1',b'About 240 EUR',b'LTE',"b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m 2 MP, f/2.4, (depth)'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'",,,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,b'SA/NSA',b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Find X2 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-find-x2-lite.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A, 5G (1.9 Gbps DL)'","b'2020, April 20'","b'Available. Released 2020, May 21'",b'160.3 x 74.3 x 8 mm (6.31 x 2.93 x 0.31 in)',b'180 g (6.35 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 430 nits (typ)'","b'6.4 inches, 100.4 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~408 ppi density)'","b'Android 10, ColorOS 7'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',b'128GB 8GB RAM',"b'32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps; gyro-EIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4025 mAh, non-removable'",,,"b'Moonlight Black, Pearl White'",b'UFS 2.1',,,,,,,,,,,b'$\xe2\x80\x89553.36 / \xe2\x82\xac\xe2\x80\x89269.89 / \xc2\xa3\xe2\x80\x89255.00',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41, 66'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP B/W, f/2.4, 1/5.0"", 1.75\xc2\xb5m 2 MP, f/2.4, (depth)'","b'Fast charging 30W, 50% in 20 min (advertised) VOOC 4.0'",b'CPH2005',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,"b'1, 3, 5, 7, 28, 40, 78 SA/NSA'",b'Corning Gorilla Glass 5',,,,,,,,,,b'$\xe2\x80\x89553.36',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'oppo',b'Oppo Ace2',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-reno-ace2-new.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, April 13'","b'Available. Released 2020, April 20'",b'160 x 75.4 x 8.6 mm (6.30 x 2.97 x 0.34 in)',b'186 g (6.56 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, 90Hz, HDR10+, 500 nits (typ)'","b'6.55 inches, 103.6 cm2 (~85.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~402 ppi density)'","b'Android 10, ColorOS 7.1'",b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM'","b'16 MP, f/2.4, 29mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240fps; gyro-EIS'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,,"b'Aurora Silver, Moon Rock Grey, Fantasy Purple'",b'CDMA 800 / 1900 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,,b'UFS 3.0',b'About 520 EUR',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41 - China'","b'48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m, AF 2 MP B/W, (depth) 2 MP, (depth)'","b'Fast charging 65W, 100% in 30 min (advertised) SuperVOOC 2.0 Fast wireless charging 40W, 100% in 56 min (advertised) Wireless reverse charging 10W'",b'PDHM00',,,"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'HDR',,"b'1, 3, 41, 78, 79 SA/NSA - China'",b'Corning Gorilla Glass 5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
